Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2021-09-20 12:53:29,VR2W180-300815,A180-1702-41734
2021-09-20 13:03:46,VR2W180-300815,A180-1702-61651
2021-09-20 13:05:08,VR2W180-300815,A180-1702-61651
2021-09-20 13:06:23,VR2W180-300815,A180-1702-61651
2021-09-20 13:07:21,VR2W180-300815,A180-1702-61651
2021-09-20 13:08:46,VR2W180-300815,A180-1702-61651
2021-09-20 13:10:05,VR2W180-300815,A180-1702-61651
2021-09-20 13:11:12,VR2W180-300815,A180-1702-61651
2021-09-20 13:11:54,VR2W180-300815,A180-1702-61651
2021-09-20 13:12:47,VR2W180-300815,A180-1702-61651
2021-09-20 13:14:01,VR2W180-300815,A180-1702-61651
2021-09-20 13:14:59,VR2W180-300815,A180-1702-61651
2021-09-20 13:16:24,VR2W180-300815,A180-1702-61651
2021-09-20 13:17:42,VR2W180-300815,A180-1702-61651
2021-09-20 13:18:48,VR2W180-300815,A180-1702-61651
2021-09-20 13:19:27,VR2W180-300815,A180-1702-61651
2021-09-20 13:20:14,VR2W180-300815,A180-1702-61651
2021-09-20 13:21:17,VR2W180-300815,A180-1702-61651
2021-09-20 13:21:53,VR2W180-300815,A180-1702-61651
2021-09-20 13:22:32,VR2W180-300815,A180-1702-61651
2021-09-20 13:23:19,VR2W180-300815,A180-1702-61651
2021-09-20 13:24:22,VR2W180-300815,A180-1702-61651
2021-09-20 13:24:58,VR2W180-300815,A180-1702-61651
2021-09-20 13:25:37,VR2W180-300815,A180-1702-61651
2021-09-20 13:26:24,VR2W180-300815,A180-1702-61651
2021-09-20 13:27:28,VR2W180-300815,A180-1702-61651
2021-09-20 13:28:03,VR2W180-300815,A180-1702-61651
2021-09-20 13:28:43,VR2W180-300815,A180-1702-61651
2021-09-20 13:29:32,VR2W180-300815,A180-1702-61651
2021-09-20 13:30:38,VR2W180-300815,A180-1702-61651
2021-09-20 13:31:19,VR2W180-300815,A180-1702-61651
2021-09-20 13:32:10,VR2W180-300815,A180-1702-61651
2021-09-20 13:33:19,VR2W180-300815,A180-1702-61651
2021-09-20 13:34:08,VR2W180-300815,A180-1702-61651
2021-09-20 13:35:13,VR2W180-300815,A180-1702-61651
2021-09-20 13:35:53,VR2W180-300815,A180-1702-61651
2021-09-20 13:36:42,VR2W180-300815,A180-1702-61651
2021-09-20 13:37:48,VR2W180-300815,A180-1702-61651
2021-09-20 13:38:29,VR2W180-300815,A180-1702-61651
2021-09-20 13:39:19,VR2W180-300815,A180-1702-61651
2021-09-20 13:40:28,VR2W180-300815,A180-1702-61651
2021-09-20 13:41:16,VR2W180-300815,A180-1702-61651
2021-09-20 13:42:20,VR2W180-300815,A180-1702-61651
2021-09-20 13:42:57,VR2W180-300815,A180-1702-61651
2021-09-20 13:43:39,VR2W180-300815,A180-1702-61651
2021-09-20 13:44:32,VR2W180-300815,A180-1702-61651
2021-09-20 13:45:46,VR2W180-300815,A180-1702-61651
2021-09-20 13:46:45,VR2W180-300815,A180-1702-61651
2021-09-20 13:48:10,VR2W180-300815,A180-1702-61651
2021-09-20 13:49:29,VR2W180-300815,A180-1702-61651
2021-09-20 13:50:36,VR2W180-300815,A180-1702-61651
2021-09-20 13:51:20,VR2W180-300815,A180-1702-61651
2021-09-20 13:52:16,VR2W180-300815,A180-1702-61651
2021-09-20 13:53:37,VR2W180-300815,A180-1702-61651
2021-09-20 13:54:47,VR2W180-300815,A180-1702-61651
2021-09-20 13:55:36,VR2W180-300815,A180-1702-61651
2021-09-20 13:56:43,VR2W180-300815,A180-1702-61651
2021-09-20 13:57:27,VR2W180-300815,A180-1702-61651
2021-09-20 13:58:22,VR2W180-300815,A180-1702-61651
2021-09-20 13:59:41,VR2W180-300815,A180-1702-61651
2021-09-20 14:00:48,VR2W180-300815,A180-1702-61651
2021-09-20 14:01:30,VR2W180-300815,A180-1702-61651
2021-09-20 14:02:24,VR2W180-300815,A180-1702-61651
2021-09-20 14:03:41,VR2W180-300815,A180-1702-61651
2021-09-20 14:04:44,VR2W180-300815,A180-1702-61651
2021-09-20 14:05:19,VR2W180-300815,A180-1702-61651
2021-09-20 14:05:57,VR2W180-300815,A180-1702-61651
2021-09-20 14:06:41,VR2W180-300815,A180-1702-61651
2021-09-20 14:07:39,VR2W180-300815,A180-1702-61651
2021-09-20 14:09:04,VR2W180-300815,A180-1702-61651
2021-09-20 14:10:21,VR2W180-300815,A180-1702-61651
2021-09-20 14:11:25,VR2W180-300815,A180-1702-61651
2021-09-20 14:12:02,VR2W180-300815,A180-1702-61651
2021-09-20 14:12:44,VR2W180-300815,A180-1702-61651
2021-09-20 14:13:38,VR2W180-300815,A180-1702-61651
2021-09-20 14:14:53,VR2W180-300815,A180-1702-61651
2021-09-20 14:15:54,VR2W180-300815,A180-1702-61651
2021-09-20 14:17:23,VR2W180-300815,A180-1702-61651
2021-09-20 14:18:52,VR2W180-300815,A180-1702-61651
2021-09-20 14:20:17,VR2W180-300815,A180-1702-61651
2021-09-20 14:21:36,VR2W180-300815,A180-1702-61651
2021-09-20 14:22:44,VR2W180-300815,A180-1702-61651
2021-09-20 14:23:27,VR2W180-300815,A180-1702-61651
2021-09-20 14:24:24,VR2W180-300815,A180-1702-61651
2021-09-20 14:25:45,VR2W180-300815,A180-1702-61651
2021-09-20 14:26:56,VR2W180-300815,A180-1702-61651
2021-09-20 14:27:47,VR2W180-300815,A180-1702-61651
2021-09-20 14:28:58,VR2W180-300815,A180-1702-61651
2021-09-20 14:29:49,VR2W180-300815,A180-1702-61651
2021-09-20 14:30:59,VR2W180-300815,A180-1702-61651
2021-09-20 14:31:48,VR2W180-300815,A180-1702-61651
2021-09-20 14:32:55,VR2W180-300815,A180-1702-61651
2021-09-20 14:33:38,VR2W180-300815,A180-1702-61651
2021-09-20 14:34:32,VR2W180-300815,A180-1702-61651
2021-09-20 14:35:49,VR2W180-300815,A180-1702-61651
2021-09-20 14:36:51,VR2W180-300815,A180-1702-61651
2021-09-20 14:37:26,VR2W180-300815,A180-1702-61651
2021-09-20 14:38:03,VR2W180-300815,A180-1702-61651
2021-09-20 14:38:47,VR2W180-300815,A180-1702-61651
2021-09-20 14:39:44,VR2W180-300815,A180-1702-61651
2021-09-20 14:41:07,VR2W180-300815,A180-1702-61651
2021-09-20 14:42:21,VR2W180-300815,A180-1702-61651
2021-09-20 14:43:18,VR2W180-300815,A180-1702-61651
2021-09-20 14:44:40,VR2W180-300815,A180-1702-61651
2021-09-20 14:45:54,VR2W180-300815,A180-1702-61651
2021-09-20 14:46:51,VR2W180-300815,A180-1702-61651
2021-09-20 14:48:13,VR2W180-300815,A180-1702-61651
2021-09-20 14:49:25,VR2W180-300815,A180-1702-61651
2021-09-20 14:50:19,VR2W180-300815,A180-1702-61651
2021-09-20 14:51:36,VR2W180-300815,A180-1702-61651
2021-09-20 14:52:39,VR2W180-300815,A180-1702-61651
2021-09-20 14:53:14,VR2W180-300815,A180-1702-61651
2021-09-20 14:53:51,VR2W180-300815,A180-1702-61651
2021-09-20 14:54:35,VR2W180-300815,A180-1702-61651
2021-09-20 14:55:31,VR2W180-300815,A180-1702-61651
2021-09-20 14:56:53,VR2W180-300815,A180-1702-61651
2021-09-20 14:58:04,VR2W180-300815,A180-1702-61651
2021-09-20 14:58:56,VR2W180-300815,A180-1702-61651
2021-09-20 15:00:09,VR2W180-300815,A180-1702-61651
2021-09-20 15:01:04,VR2W180-300815,A180-1702-61651
