"Plot Title: Glider_20054598"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20054598, SEN S/N: 20054598)","Coupler Detached (LGR S/N: 20054598)","Coupler Attached (LGR S/N: 20054598)","Host Connected (LGR S/N: 20054598)","Stopped (LGR S/N: 20054598)","End Of File (LGR S/N: 20054598)"
1,09/13/21 12:00:00 PM,22.321,Logged,,,,
2,09/13/21 12:15:00 PM,22.345,,,,,
3,09/13/21 12:30:00 PM,22.345,,,,,
4,09/13/21 12:45:00 PM,22.345,,,,,
5,09/13/21 01:00:00 PM,22.345,,,,,
6,09/13/21 01:15:00 PM,22.345,,,,,
7,09/13/21 01:30:00 PM,22.321,,,,,
8,09/13/21 01:45:00 PM,22.298,,,,,
9,09/13/21 02:00:00 PM,22.298,,,,,
10,09/13/21 02:15:00 PM,22.274,,,,,
11,09/13/21 02:30:00 PM,22.250,,,,,
12,09/13/21 02:45:00 PM,22.226,,,,,
13,09/13/21 03:00:00 PM,22.202,,,,,
14,09/13/21 03:15:00 PM,22.178,,,,,
15,09/13/21 03:30:00 PM,22.154,,,,,
16,09/13/21 03:45:00 PM,22.130,,,,,
17,09/13/21 04:00:00 PM,22.106,,,,,
18,09/13/21 04:15:00 PM,22.082,,,,,
19,09/13/21 04:30:00 PM,22.058,,,,,
20,09/13/21 04:45:00 PM,22.034,,,,,
21,09/13/21 05:00:00 PM,22.011,,,,,
22,09/13/21 05:15:00 PM,21.987,,,,,
23,09/13/21 05:30:00 PM,21.963,,,,,
24,09/13/21 05:45:00 PM,21.939,,,,,
25,09/13/21 06:00:00 PM,21.915,,,,,
26,09/13/21 06:15:00 PM,21.915,,,,,
27,09/13/21 06:30:00 PM,21.891,,,,,
28,09/13/21 06:45:00 PM,21.867,,,,,
29,09/13/21 07:00:00 PM,21.843,,,,,
30,09/13/21 07:15:00 PM,21.819,,,,,
31,09/13/21 07:30:00 PM,21.819,,,,,
32,09/13/21 07:45:00 PM,21.795,,,,,
33,09/13/21 08:00:00 PM,21.772,,,,,
34,09/13/21 08:15:00 PM,21.748,,,,,
35,09/13/21 08:30:00 PM,21.748,,,,,
36,09/13/21 08:45:00 PM,21.724,,,,,
37,09/13/21 09:00:00 PM,21.700,,,,,
38,09/13/21 09:15:00 PM,21.676,,,,,
39,09/13/21 09:30:00 PM,21.652,,,,,
40,09/13/21 09:45:00 PM,21.628,,,,,
41,09/13/21 10:00:00 PM,21.604,,,,,
42,09/13/21 10:15:00 PM,21.581,,,,,
43,09/13/21 10:30:00 PM,21.557,,,,,
44,09/13/21 10:45:00 PM,21.533,,,,,
45,09/13/21 11:00:00 PM,21.509,,,,,
46,09/13/21 11:15:00 PM,21.485,,,,,
47,09/13/21 11:30:00 PM,21.461,,,,,
48,09/13/21 11:45:00 PM,21.437,,,,,
49,09/14/21 12:00:00 AM,21.437,,,,,
50,09/14/21 12:15:00 AM,21.437,,,,,
51,09/14/21 12:30:00 AM,21.413,,,,,
52,09/14/21 12:45:00 AM,21.413,,,,,
53,09/14/21 01:00:00 AM,21.413,,,,,
54,09/14/21 01:15:00 AM,21.413,,,,,
55,09/14/21 01:30:00 AM,21.413,,,,,
56,09/14/21 01:45:00 AM,21.413,,,,,
57,09/14/21 02:00:00 AM,21.413,,,,,
58,09/14/21 02:15:00 AM,21.413,,,,,
59,09/14/21 02:30:00 AM,21.413,,,,,
60,09/14/21 02:45:00 AM,21.413,,,,,
61,09/14/21 03:00:00 AM,21.413,,,,,
62,09/14/21 03:15:00 AM,21.413,,,,,
63,09/14/21 03:30:00 AM,21.413,,,,,
64,09/14/21 03:45:00 AM,21.413,,,,,
65,09/14/21 04:00:00 AM,21.437,,,,,
66,09/14/21 04:15:00 AM,21.437,,,,,
67,09/14/21 04:30:00 AM,21.437,,,,,
68,09/14/21 04:45:00 AM,21.437,,,,,
69,09/14/21 05:00:00 AM,21.437,,,,,
70,09/14/21 05:15:00 AM,21.461,,,,,
71,09/14/21 05:30:00 AM,21.461,,,,,
72,09/14/21 05:45:00 AM,21.461,,,,,
73,09/14/21 06:00:00 AM,21.461,,,,,
74,09/14/21 06:15:00 AM,21.461,,,,,
75,09/14/21 06:30:00 AM,21.461,,,,,
76,09/14/21 06:45:00 AM,21.461,,,,,
77,09/14/21 07:00:00 AM,21.461,,,,,
78,09/14/21 07:15:00 AM,21.485,,,,,
79,09/14/21 07:30:00 AM,21.485,,,,,
80,09/14/21 07:45:00 AM,21.485,,,,,
81,09/14/21 08:00:00 AM,21.485,,,,,
82,09/14/21 08:15:00 AM,21.485,,,,,
83,09/14/21 08:30:00 AM,21.485,,,,,
84,09/14/21 08:45:00 AM,21.485,,,,,
85,09/14/21 09:00:00 AM,21.485,,,,,
86,09/14/21 09:15:00 AM,21.485,,,,,
87,09/14/21 09:30:00 AM,21.485,,,,,
88,09/14/21 09:45:00 AM,21.485,,,,,
89,09/14/21 10:00:00 AM,21.509,,,,,
90,09/14/21 10:15:00 AM,21.509,,,,,
91,09/14/21 10:30:00 AM,21.509,,,,,
92,09/14/21 10:45:00 AM,21.509,,,,,
93,09/14/21 11:00:00 AM,21.509,,,,,
94,09/14/21 11:15:00 AM,21.533,,,,,
95,09/14/21 11:30:00 AM,21.533,,,,,
96,09/14/21 11:45:00 AM,21.533,,,,,
97,09/14/21 12:00:00 PM,21.581,,,,,
98,09/14/21 12:15:00 PM,21.604,,,,,
99,09/14/21 12:30:00 PM,21.628,,,,,
100,09/14/21 12:45:00 PM,21.676,,,,,
101,09/14/21 01:00:00 PM,21.700,,,,,
102,09/14/21 01:15:00 PM,21.772,,,,,
103,09/14/21 01:30:00 PM,21.843,,,,,
104,09/14/21 01:45:00 PM,21.939,,,,,
105,09/14/21 02:00:00 PM,22.058,,,,,
106,09/14/21 02:15:00 PM,22.154,,,,,
107,09/14/21 02:30:00 PM,22.250,,,,,
108,09/14/21 02:45:00 PM,22.345,,,,,
109,09/14/21 03:00:00 PM,22.441,,,,,
110,09/14/21 03:15:00 PM,22.513,,,,,
111,09/14/21 03:30:00 PM,22.609,,,,,
112,09/14/21 03:45:00 PM,22.657,,,,,
113,09/14/21 04:00:00 PM,22.729,,,,,
114,09/14/21 04:15:00 PM,22.776,,,,,
115,09/14/21 04:30:00 PM,22.824,,,,,
116,09/14/21 04:45:00 PM,22.872,,,,,
117,09/14/21 05:00:00 PM,22.896,,,,,
118,09/14/21 05:15:00 PM,22.920,,,,,
119,09/14/21 05:30:00 PM,22.920,,,,,
120,09/14/21 05:45:00 PM,22.920,,,,,
121,09/14/21 06:00:00 PM,22.896,,,,,
122,09/14/21 06:15:00 PM,22.872,,,,,
123,09/14/21 06:30:00 PM,22.848,,,,,
124,09/14/21 06:45:00 PM,22.824,,,,,
125,09/14/21 07:00:00 PM,22.800,,,,,
126,09/14/21 07:15:00 PM,22.776,,,,,
127,09/14/21 07:30:00 PM,22.729,,,,,
128,09/14/21 07:45:00 PM,22.705,,,,,
129,09/14/21 08:00:00 PM,22.681,,,,,
130,09/14/21 08:15:00 PM,22.633,,,,,
131,09/14/21 08:30:00 PM,22.585,,,,,
132,09/14/21 08:45:00 PM,22.561,,,,,
133,09/14/21 09:00:00 PM,22.513,,,,,
134,09/14/21 09:15:00 PM,22.489,,,,,
135,09/14/21 09:30:00 PM,22.441,,,,,
136,09/14/21 09:45:00 PM,22.417,,,,,
137,09/14/21 10:00:00 PM,22.369,,,,,
138,09/14/21 10:15:00 PM,22.345,,,,,
139,09/14/21 10:30:00 PM,22.298,,,,,
140,09/14/21 10:45:00 PM,22.274,,,,,
141,09/14/21 11:00:00 PM,22.250,,,,,
142,09/14/21 11:15:00 PM,22.202,,,,,
143,09/14/21 11:30:00 PM,22.178,,,,,
144,09/14/21 11:45:00 PM,22.154,,,,,
145,09/15/21 12:00:00 AM,22.130,,,,,
146,09/15/21 12:15:00 AM,22.106,,,,,
147,09/15/21 12:30:00 AM,22.058,,,,,
148,09/15/21 12:45:00 AM,22.058,,,,,
149,09/15/21 01:00:00 AM,22.011,,,,,
150,09/15/21 01:15:00 AM,21.987,,,,,
151,09/15/21 01:30:00 AM,21.963,,,,,
152,09/15/21 01:45:00 AM,21.939,,,,,
153,09/15/21 02:00:00 AM,21.915,,,,,
154,09/15/21 02:15:00 AM,21.891,,,,,
155,09/15/21 02:30:00 AM,21.867,,,,,
156,09/15/21 02:45:00 AM,21.843,,,,,
157,09/15/21 03:00:00 AM,21.819,,,,,
158,09/15/21 03:15:00 AM,21.795,,,,,
159,09/15/21 03:30:00 AM,21.772,,,,,
160,09/15/21 03:45:00 AM,21.748,,,,,
161,09/15/21 04:00:00 AM,21.724,,,,,
162,09/15/21 04:15:00 AM,21.700,,,,,
163,09/15/21 04:30:00 AM,21.676,,,,,
164,09/15/21 04:45:00 AM,21.652,,,,,
165,09/15/21 05:00:00 AM,21.628,,,,,
166,09/15/21 05:15:00 AM,21.628,,,,,
167,09/15/21 05:30:00 AM,21.604,,,,,
168,09/15/21 05:45:00 AM,21.604,,,,,
169,09/15/21 06:00:00 AM,21.604,,,,,
170,09/15/21 06:15:00 AM,21.604,,,,,
171,09/15/21 06:30:00 AM,21.604,,,,,
172,09/15/21 06:45:00 AM,21.604,,,,,
173,09/15/21 07:00:00 AM,21.604,,,,,
174,09/15/21 07:15:00 AM,21.604,,,,,
175,09/15/21 07:30:00 AM,21.604,,,,,
176,09/15/21 07:45:00 AM,21.604,,,,,
177,09/15/21 08:00:00 AM,21.604,,,,,
178,09/15/21 08:15:00 AM,21.628,,,,,
179,09/15/21 08:30:00 AM,21.628,,,,,
180,09/15/21 08:45:00 AM,21.652,,,,,
181,09/15/21 09:00:00 AM,21.676,,,,,
182,09/15/21 09:15:00 AM,21.676,,,,,
183,09/15/21 09:30:00 AM,21.724,,,,,
184,09/15/21 09:45:00 AM,21.748,,,,,
185,09/15/21 10:00:00 AM,21.795,,,,,
186,09/15/21 10:15:00 AM,21.867,,,,,
187,09/15/21 10:30:00 AM,21.915,,,,,
188,09/15/21 10:45:00 AM,21.987,,,,,
189,09/15/21 11:00:00 AM,22.058,,,,,
190,09/15/21 11:15:00 AM,22.130,,,,,
191,09/15/21 11:30:00 AM,22.202,,,,,
192,09/15/21 11:45:00 AM,22.298,,,,,
193,09/15/21 12:00:00 PM,22.369,,,,,
194,09/15/21 12:15:00 PM,22.441,,,,,
195,09/15/21 12:30:00 PM,22.513,,,,,
196,09/15/21 12:45:00 PM,22.585,,,,,
197,09/15/21 01:00:00 PM,22.633,,,,,
198,09/15/21 01:15:00 PM,22.681,,,,,
199,09/15/21 01:30:00 PM,22.705,,,,,
