"Plot Title: Glider_20054583"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20054583, SEN S/N: 20054583)","Coupler Detached (LGR S/N: 20054583)","Coupler Attached (LGR S/N: 20054583)","Host Connected (LGR S/N: 20054583)","Stopped (LGR S/N: 20054583)","End Of File (LGR S/N: 20054583)"
1,09/13/21 12:00:00 PM,22.298,Logged,,,,
2,09/13/21 12:15:00 PM,22.321,,,,,
3,09/13/21 12:30:00 PM,22.321,,,,,
4,09/13/21 12:45:00 PM,22.321,,,,,
5,09/13/21 01:00:00 PM,22.321,,,,,
6,09/13/21 01:15:00 PM,22.298,,,,,
7,09/13/21 01:30:00 PM,22.298,,,,,
8,09/13/21 01:45:00 PM,22.274,,,,,
9,09/13/21 02:00:00 PM,22.250,,,,,
10,09/13/21 02:15:00 PM,22.226,,,,,
11,09/13/21 02:30:00 PM,22.202,,,,,
12,09/13/21 02:45:00 PM,22.178,,,,,
13,09/13/21 03:00:00 PM,22.154,,,,,
14,09/13/21 03:15:00 PM,22.130,,,,,
15,09/13/21 03:30:00 PM,22.106,,,,,
16,09/13/21 03:45:00 PM,22.082,,,,,
17,09/13/21 04:00:00 PM,22.058,,,,,
18,09/13/21 04:15:00 PM,22.034,,,,,
19,09/13/21 04:30:00 PM,22.011,,,,,
20,09/13/21 04:45:00 PM,21.987,,,,,
21,09/13/21 05:00:00 PM,21.963,,,,,
22,09/13/21 05:15:00 PM,21.939,,,,,
23,09/13/21 05:30:00 PM,21.915,,,,,
24,09/13/21 05:45:00 PM,21.891,,,,,
25,09/13/21 06:00:00 PM,21.867,,,,,
26,09/13/21 06:15:00 PM,21.867,,,,,
27,09/13/21 06:30:00 PM,21.843,,,,,
28,09/13/21 06:45:00 PM,21.819,,,,,
29,09/13/21 07:00:00 PM,21.795,,,,,
30,09/13/21 07:15:00 PM,21.772,,,,,
31,09/13/21 07:30:00 PM,21.772,,,,,
32,09/13/21 07:45:00 PM,21.748,,,,,
33,09/13/21 08:00:00 PM,21.724,,,,,
34,09/13/21 08:15:00 PM,21.724,,,,,
35,09/13/21 08:30:00 PM,21.700,,,,,
36,09/13/21 08:45:00 PM,21.676,,,,,
37,09/13/21 09:00:00 PM,21.652,,,,,
38,09/13/21 09:15:00 PM,21.628,,,,,
39,09/13/21 09:30:00 PM,21.604,,,,,
40,09/13/21 09:45:00 PM,21.581,,,,,
41,09/13/21 10:00:00 PM,21.557,,,,,
42,09/13/21 10:15:00 PM,21.533,,,,,
43,09/13/21 10:30:00 PM,21.485,,,,,
44,09/13/21 10:45:00 PM,21.461,,,,,
45,09/13/21 11:00:00 PM,21.437,,,,,
46,09/13/21 11:15:00 PM,21.413,,,,,
47,09/13/21 11:30:00 PM,21.390,,,,,
48,09/13/21 11:45:00 PM,21.390,,,,,
49,09/14/21 12:00:00 AM,21.366,,,,,
50,09/14/21 12:15:00 AM,21.366,,,,,
51,09/14/21 12:30:00 AM,21.366,,,,,
52,09/14/21 12:45:00 AM,21.366,,,,,
53,09/14/21 01:00:00 AM,21.366,,,,,
54,09/14/21 01:15:00 AM,21.366,,,,,
55,09/14/21 01:30:00 AM,21.366,,,,,
56,09/14/21 01:45:00 AM,21.366,,,,,
57,09/14/21 02:00:00 AM,21.366,,,,,
58,09/14/21 02:15:00 AM,21.366,,,,,
59,09/14/21 02:30:00 AM,21.366,,,,,
60,09/14/21 02:45:00 AM,21.366,,,,,
61,09/14/21 03:00:00 AM,21.366,,,,,
62,09/14/21 03:15:00 AM,21.366,,,,,
63,09/14/21 03:30:00 AM,21.366,,,,,
64,09/14/21 03:45:00 AM,21.366,,,,,
65,09/14/21 04:00:00 AM,21.366,,,,,
66,09/14/21 04:15:00 AM,21.366,,,,,
67,09/14/21 04:30:00 AM,21.390,,,,,
68,09/14/21 04:45:00 AM,21.390,,,,,
69,09/14/21 05:00:00 AM,21.390,,,,,
70,09/14/21 05:15:00 AM,21.390,,,,,
71,09/14/21 05:30:00 AM,21.390,,,,,
72,09/14/21 05:45:00 AM,21.413,,,,,
73,09/14/21 06:00:00 AM,21.413,,,,,
74,09/14/21 06:15:00 AM,21.413,,,,,
75,09/14/21 06:30:00 AM,21.413,,,,,
76,09/14/21 06:45:00 AM,21.413,,,,,
77,09/14/21 07:00:00 AM,21.413,,,,,
78,09/14/21 07:15:00 AM,21.413,,,,,
79,09/14/21 07:30:00 AM,21.413,,,,,
80,09/14/21 07:45:00 AM,21.413,,,,,
81,09/14/21 08:00:00 AM,21.413,,,,,
82,09/14/21 08:15:00 AM,21.413,,,,,
83,09/14/21 08:30:00 AM,21.413,,,,,
84,09/14/21 08:45:00 AM,21.413,,,,,
85,09/14/21 09:00:00 AM,21.437,,,,,
86,09/14/21 09:15:00 AM,21.437,,,,,
87,09/14/21 09:30:00 AM,21.437,,,,,
88,09/14/21 09:45:00 AM,21.437,,,,,
89,09/14/21 10:00:00 AM,21.461,,,,,
90,09/14/21 10:15:00 AM,21.461,,,,,
91,09/14/21 10:30:00 AM,21.461,,,,,
92,09/14/21 10:45:00 AM,21.461,,,,,
93,09/14/21 11:00:00 AM,21.461,,,,,
94,09/14/21 11:15:00 AM,21.485,,,,,
95,09/14/21 11:30:00 AM,21.485,,,,,
96,09/14/21 11:45:00 AM,21.509,,,,,
97,09/14/21 12:00:00 PM,21.533,,,,,
98,09/14/21 12:15:00 PM,21.557,,,,,
99,09/14/21 12:30:00 PM,21.604,,,,,
100,09/14/21 12:45:00 PM,21.628,,,,,
101,09/14/21 01:00:00 PM,21.700,,,,,
102,09/14/21 01:15:00 PM,21.772,,,,,
103,09/14/21 01:30:00 PM,21.843,,,,,
104,09/14/21 01:45:00 PM,21.963,,,,,
105,09/14/21 02:00:00 PM,22.082,,,,,
106,09/14/21 02:15:00 PM,22.178,,,,,
107,09/14/21 02:30:00 PM,22.298,,,,,
108,09/14/21 02:45:00 PM,22.369,,,,,
109,09/14/21 03:00:00 PM,22.465,,,,,
110,09/14/21 03:15:00 PM,22.537,,,,,
111,09/14/21 03:30:00 PM,22.609,,,,,
112,09/14/21 03:45:00 PM,22.681,,,,,
113,09/14/21 04:00:00 PM,22.729,,,,,
114,09/14/21 04:15:00 PM,22.776,,,,,
115,09/14/21 04:30:00 PM,22.824,,,,,
