"Plot Title: Glider_20668676"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20668676, SEN S/N: 20668676)","Coupler Detached (LGR S/N: 20668676)","Coupler Attached (LGR S/N: 20668676)","Host Connected (LGR S/N: 20668676)","Stopped (LGR S/N: 20668676)","End Of File (LGR S/N: 20668676)"
1,09/13/21 12:00:00 PM,22.345,Logged,,,,
2,09/13/21 12:15:00 PM,22.345,,,,,
3,09/13/21 12:30:00 PM,22.345,,,,,
4,09/13/21 12:45:00 PM,22.321,,,,,
5,09/13/21 01:00:00 PM,22.298,,,,,
6,09/13/21 01:15:00 PM,22.298,,,,,
7,09/13/21 01:30:00 PM,22.274,,,,,
8,09/13/21 01:45:00 PM,22.250,,,,,
9,09/13/21 02:00:00 PM,22.226,,,,,
10,09/13/21 02:15:00 PM,22.226,,,,,
11,09/13/21 02:30:00 PM,22.202,,,,,
12,09/13/21 02:45:00 PM,22.178,,,,,
13,09/13/21 03:00:00 PM,22.154,,,,,
14,09/13/21 03:15:00 PM,22.130,,,,,
15,09/13/21 03:30:00 PM,22.106,,,,,
16,09/13/21 03:45:00 PM,22.082,,,,,
17,09/13/21 04:00:00 PM,22.058,,,,,
18,09/13/21 04:15:00 PM,22.058,,,,,
19,09/13/21 04:30:00 PM,22.011,,,,,
20,09/13/21 04:45:00 PM,21.987,,,,,
21,09/13/21 05:00:00 PM,21.987,,,,,
22,09/13/21 05:15:00 PM,21.963,,,,,
23,09/13/21 05:30:00 PM,21.939,,,,,
24,09/13/21 05:45:00 PM,21.915,,,,,
25,09/13/21 06:00:00 PM,21.891,,,,,
26,09/13/21 06:15:00 PM,21.867,,,,,
27,09/13/21 06:30:00 PM,21.867,,,,,
28,09/13/21 06:45:00 PM,21.843,,,,,
29,09/13/21 07:00:00 PM,21.819,,,,,
30,09/13/21 07:15:00 PM,21.819,,,,,
31,09/13/21 07:30:00 PM,21.795,,,,,
32,09/13/21 07:45:00 PM,21.772,,,,,
33,09/13/21 08:00:00 PM,21.772,,,,,
34,09/13/21 08:15:00 PM,21.748,,,,,
35,09/13/21 08:30:00 PM,21.724,,,,,
36,09/13/21 08:45:00 PM,21.700,,,,,
37,09/13/21 09:00:00 PM,21.676,,,,,
38,09/13/21 09:15:00 PM,21.652,,,,,
39,09/13/21 09:30:00 PM,21.628,,,,,
40,09/13/21 09:45:00 PM,21.581,,,,,
41,09/13/21 10:00:00 PM,21.557,,,,,
42,09/13/21 10:15:00 PM,21.533,,,,,
43,09/13/21 10:30:00 PM,21.509,,,,,
44,09/13/21 10:45:00 PM,21.485,,,,,
45,09/13/21 11:00:00 PM,21.461,,,,,
46,09/13/21 11:15:00 PM,21.437,,,,,
47,09/13/21 11:30:00 PM,21.413,,,,,
48,09/13/21 11:45:00 PM,21.413,,,,,
49,09/14/21 12:00:00 AM,21.413,,,,,
50,09/14/21 12:15:00 AM,21.413,,,,,
51,09/14/21 12:30:00 AM,21.413,,,,,
52,09/14/21 12:45:00 AM,21.413,,,,,
53,09/14/21 01:00:00 AM,21.413,,,,,
54,09/14/21 01:15:00 AM,21.413,,,,,
55,09/14/21 01:30:00 AM,21.413,,,,,
56,09/14/21 01:45:00 AM,21.413,,,,,
57,09/14/21 02:00:00 AM,21.413,,,,,
58,09/14/21 02:15:00 AM,21.413,,,,,
59,09/14/21 02:30:00 AM,21.413,,,,,
60,09/14/21 02:45:00 AM,21.413,,,,,
61,09/14/21 03:00:00 AM,21.413,,,,,
62,09/14/21 03:15:00 AM,21.437,,,,,
63,09/14/21 03:30:00 AM,21.437,,,,,
64,09/14/21 03:45:00 AM,21.437,,,,,
65,09/14/21 04:00:00 AM,21.437,,,,,
66,09/14/21 04:15:00 AM,21.437,,,,,
67,09/14/21 04:30:00 AM,21.461,,,,,
68,09/14/21 04:45:00 AM,21.461,,,,,
69,09/14/21 05:00:00 AM,21.461,,,,,
70,09/14/21 05:15:00 AM,21.461,,,,,
71,09/14/21 05:30:00 AM,21.485,,,,,
72,09/14/21 05:45:00 AM,21.485,,,,,
73,09/14/21 06:00:00 AM,21.485,,,,,
74,09/14/21 06:15:00 AM,21.485,,,,,
75,09/14/21 06:30:00 AM,21.461,,,,,
76,09/14/21 06:45:00 AM,21.485,,,,,
77,09/14/21 07:00:00 AM,21.485,,,,,
78,09/14/21 07:15:00 AM,21.485,,,,,
79,09/14/21 07:30:00 AM,21.485,,,,,
80,09/14/21 07:45:00 AM,21.485,,,,,
81,09/14/21 08:00:00 AM,21.485,,,,,
82,09/14/21 08:15:00 AM,21.485,,,,,
83,09/14/21 08:30:00 AM,21.485,,,,,
84,09/14/21 08:45:00 AM,21.485,,,,,
85,09/14/21 09:00:00 AM,21.509,,,,,
86,09/14/21 09:15:00 AM,21.509,,,,,
87,09/14/21 09:30:00 AM,21.509,,,,,
88,09/14/21 09:45:00 AM,21.533,,,,,
89,09/14/21 10:00:00 AM,21.533,,,,,
90,09/14/21 10:15:00 AM,21.533,,,,,
91,09/14/21 10:30:00 AM,21.533,,,,,
92,09/14/21 10:45:00 AM,21.533,,,,,
93,09/14/21 11:00:00 AM,21.557,,,,,
94,09/14/21 11:15:00 AM,21.557,,,,,
95,09/14/21 11:30:00 AM,21.581,,,,,
96,09/14/21 11:45:00 AM,21.604,,,,,
97,09/14/21 12:00:00 PM,21.652,,,,,
98,09/14/21 12:15:00 PM,21.676,,,,,
99,09/14/21 12:30:00 PM,21.724,,,,,
100,09/14/21 12:45:00 PM,21.795,,,,,
101,09/14/21 01:00:00 PM,21.843,,,,,
102,09/14/21 01:15:00 PM,21.963,,,,,
103,09/14/21 01:30:00 PM,22.082,,,,,
104,09/14/21 01:45:00 PM,22.202,,,,,
105,09/14/21 02:00:00 PM,22.345,,,,,
106,09/14/21 02:15:00 PM,22.441,,,,,
107,09/14/21 02:30:00 PM,22.513,,,,,
108,09/14/21 02:45:00 PM,22.585,,,,,
109,09/14/21 03:00:00 PM,22.681,,,,,
110,09/14/21 03:15:00 PM,22.753,,,,,
111,09/14/21 03:30:00 PM,22.800,,,,,
112,09/14/21 03:45:00 PM,22.824,,,,,
113,09/14/21 04:00:00 PM,22.872,,,,,
114,09/14/21 04:15:00 PM,22.920,,,,,
115,09/14/21 04:30:00 PM,22.968,,,,,
116,09/14/21 04:45:00 PM,22.968,,,,,
117,09/14/21 05:00:00 PM,22.968,,,,,
118,09/14/21 05:15:00 PM,22.944,,,,,
119,09/14/21 05:30:00 PM,22.920,,,,,
120,09/14/21 05:45:00 PM,22.896,,,,,
121,09/14/21 06:00:00 PM,22.872,,,,,
122,09/14/21 06:15:00 PM,22.848,,,,,
123,09/14/21 06:30:00 PM,22.800,,,,,
124,09/14/21 06:45:00 PM,22.776,,,,,
125,09/14/21 07:00:00 PM,22.729,,,,,
126,09/14/21 07:15:00 PM,22.705,,,,,
127,09/14/21 07:30:00 PM,22.657,,,,,
128,09/14/21 07:45:00 PM,22.633,,,,,
129,09/14/21 08:00:00 PM,22.609,,,,,
130,09/14/21 08:15:00 PM,22.561,,,,,
131,09/14/21 08:30:00 PM,22.513,,,,,
132,09/14/21 08:45:00 PM,22.465,,,,,
133,09/14/21 09:00:00 PM,22.441,,,,,
134,09/14/21 09:15:00 PM,22.393,,,,,
135,09/14/21 09:30:00 PM,22.369,,,,,
136,09/14/21 09:45:00 PM,22.321,,,,,
137,09/14/21 10:00:00 PM,22.298,,,,,
138,09/14/21 10:15:00 PM,22.274,,,,,
139,09/14/21 10:30:00 PM,22.226,,,,,
140,09/14/21 10:45:00 PM,22.202,,,,,
141,09/14/21 11:00:00 PM,22.178,,,,,
142,09/14/21 11:15:00 PM,22.154,,,,,
143,09/14/21 11:30:00 PM,22.130,,,,,
144,09/14/21 11:45:00 PM,22.106,,,,,
145,09/15/21 12:00:00 AM,22.082,,,,,
146,09/15/21 12:15:00 AM,22.058,,,,,
