"Plot Title: Glider_20668675"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20668675, SEN S/N: 20668675)","Coupler Detached (LGR S/N: 20668675)","Coupler Attached (LGR S/N: 20668675)","Host Connected (LGR S/N: 20668675)","Stopped (LGR S/N: 20668675)","End Of File (LGR S/N: 20668675)"
1,09/13/21 12:00:00 PM,22.657,Logged,,,,
2,09/13/21 12:15:00 PM,22.657,,,,,
3,09/13/21 12:30:00 PM,22.657,,,,,
4,09/13/21 12:45:00 PM,22.633,,,,,
5,09/13/21 01:00:00 PM,22.609,,,,,
6,09/13/21 01:15:00 PM,22.585,,,,,
7,09/13/21 01:30:00 PM,22.537,,,,,
8,09/13/21 01:45:00 PM,22.513,,,,,
9,09/13/21 02:00:00 PM,22.465,,,,,
10,09/13/21 02:15:00 PM,22.441,,,,,
11,09/13/21 02:30:00 PM,22.417,,,,,
12,09/13/21 02:45:00 PM,22.369,,,,,
13,09/13/21 03:00:00 PM,22.345,,,,,
14,09/13/21 03:15:00 PM,22.298,,,,,
15,09/13/21 03:30:00 PM,22.274,,,,,
16,09/13/21 03:45:00 PM,22.250,,,,,
17,09/13/21 04:00:00 PM,22.226,,,,,
18,09/13/21 04:15:00 PM,22.178,,,,,
19,09/13/21 04:30:00 PM,22.154,,,,,
20,09/13/21 04:45:00 PM,22.130,,,,,
21,09/13/21 05:00:00 PM,22.106,,,,,
22,09/13/21 05:15:00 PM,22.082,,,,,
23,09/13/21 05:30:00 PM,22.034,,,,,
24,09/13/21 05:45:00 PM,22.011,,,,,
25,09/13/21 06:00:00 PM,21.987,,,,,
26,09/13/21 06:15:00 PM,21.963,,,,,
27,09/13/21 06:30:00 PM,21.939,,,,,
28,09/13/21 06:45:00 PM,21.939,,,,,
29,09/13/21 07:00:00 PM,21.915,,,,,
30,09/13/21 07:15:00 PM,21.891,,,,,
31,09/13/21 07:30:00 PM,21.867,,,,,
32,09/13/21 07:45:00 PM,21.843,,,,,
33,09/13/21 08:00:00 PM,21.843,,,,,
34,09/13/21 08:15:00 PM,21.819,,,,,
35,09/13/21 08:30:00 PM,21.795,,,,,
36,09/13/21 08:45:00 PM,21.772,,,,,
37,09/13/21 09:00:00 PM,21.748,,,,,
38,09/13/21 09:15:00 PM,21.724,,,,,
39,09/13/21 09:30:00 PM,21.700,,,,,
40,09/13/21 09:45:00 PM,21.676,,,,,
41,09/13/21 10:00:00 PM,21.652,,,,,
42,09/13/21 10:15:00 PM,21.628,,,,,
43,09/13/21 10:30:00 PM,21.604,,,,,
44,09/13/21 10:45:00 PM,21.581,,,,,
45,09/13/21 11:00:00 PM,21.557,,,,,
46,09/13/21 11:15:00 PM,21.533,,,,,
47,09/13/21 11:30:00 PM,21.509,,,,,
48,09/13/21 11:45:00 PM,21.485,,,,,
49,09/14/21 12:00:00 AM,21.461,,,,,
50,09/14/21 12:15:00 AM,21.461,,,,,
51,09/14/21 12:30:00 AM,21.461,,,,,
52,09/14/21 12:45:00 AM,21.461,,,,,
53,09/14/21 01:00:00 AM,21.461,,,,,
54,09/14/21 01:15:00 AM,21.461,,,,,
55,09/14/21 01:30:00 AM,21.461,,,,,
