VEMCO DATA LOG,1.0.0,vdat-2.7.1-20200703-910fdc-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET,2021-09-09 19:10:35.2045,2021-09-09 19:10:35.218437,,0.013937852,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:14:41.2769,2021-09-09 19:14:41.292904,,0.016004939,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:15:15.0029,2021-09-09 19:15:15.019188,,0.016288248,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:21:28.1302,2021-09-09 19:21:28.149622,,0.019422638,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:24:39.8609,2021-09-09 19:24:39.881933,,0.021033237,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:26:10.0026,2021-09-09 19:26:10.02439,,0.021790457,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:27:20.5974,2021-09-09 19:27:20.619783,,0.022383476,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:27:59.4621,2021-09-09 19:27:59.484809,,0.022709952,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:29:28.5642,2021-09-09 19:29:28.587658,,0.023458438,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:31:11.2304,2021-09-09 19:31:11.25472,,0.024320867,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:32:12.1173,2021-09-09 19:32:12.142132,,0.024832337,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:34:16.4689,2021-09-09 19:34:16.494776,,0.025876930,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:35:34.1369,2021-09-09 19:35:34.163429,,0.026529366,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:35:49.3387,2021-09-09 19:35:49.365357,,0.026657066,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:38:57.1552,2021-09-09 19:38:57.183434,,0.028234786,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:41:27.349,2021-09-09 19:41:27.378496,,0.029496462,VR2Tx-69,483808,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 19:41:35.0934,2021-09-09 19:41:35.122961,,0.029561517,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:44:34.0021,2021-09-09 19:44:34.033164,,0.031064408,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:46:04.7093,2021-09-09 19:46:04.741126,,0.031826378,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:46:19.9889,2021-09-09 19:46:20.020854,,0.031954731,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:46:34.7888,2021-09-09 19:46:34.820879,,0.032079055,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:47:01.6821,2021-09-09 19:47:01.714404,,0.032304967,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:48:51.4862,2021-09-09 19:48:51.519427,,0.033227357,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:51:20.5808,2021-09-09 19:51:20.615279,,0.034479800,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:54:06.6074,2021-09-09 19:54:06.643274,,0.035874477,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:55:32.3459,2021-09-09 19:55:32.382494,,0.036594708,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:56:17.0226,2021-09-09 19:56:17.05957,,0.036970007,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:56:48.5249,2021-09-09 19:56:48.562134,,0.037234636,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:57:23.041,2021-09-09 19:57:23.078524,,0.037524582,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:59:37.2973,2021-09-09 19:59:37.335952,,0.038652378,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DIAG,2021-09-09 20:00:00,2021-09-09 20:00:00.038843,,0.038843088,VR2Tx-69,483808,22.388,715,0,,319,33
TEMP,2021-09-09 20:00:00,2021-09-09 20:00:00.038843,,0.038843088,VR2Tx-69,483808,22.388,
BATTERY,2021-09-09 20:00:00,2021-09-09 20:00:00.038843,,0.038843088,VR2Tx-69,483808,,,,3.5906,
DET,2021-09-09 20:01:48.6556,2021-09-09 20:01:48.695355,,0.039755831,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:04:08.6966,2021-09-09 20:04:08.737532,,0.040932220,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:05:24.3176,2021-09-09 20:05:24.359167,,0.041567461,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:06:42.4289,2021-09-09 20:06:42.471123,,0.042223621,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:07:55.7958,2021-09-09 20:07:55.838639,,0.042839926,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:10:05.7933,2021-09-09 20:10:05.837231,,0.043931947,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:11:42.5669,2021-09-09 20:11:42.611644,,0.044744877,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:15:10.2215,2021-09-09 20:15:10.267989,,0.046489242,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:16:05.4275,2021-09-09 20:16:05.474452,,0.046952990,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:16:19.3974,2021-09-09 20:16:19.44447,,0.047070342,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:17:27.3448,2021-09-09 20:17:27.392441,,0.047641122,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:17:59.0674,2021-09-09 20:17:59.115307,,0.047907602,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:19:40.1405,2021-09-09 20:19:40.189256,,0.048756649,VR2Tx-69,483808,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:20:00.1239,2021-09-09 20:20:00.172824,,0.048924516,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:22:27.9578,2021-09-09 20:22:28.007966,,0.050166368,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:26:10.3428,2021-09-09 20:26:10.394834,,0.052034474,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:26:24.5421,2021-09-09 20:26:24.594253,,0.052153752,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:26:38.6031,2021-09-09 20:26:38.655371,,0.052271869,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:27:05.5036,2021-09-09 20:27:05.556097,,0.052497842,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:27:54.0088,2021-09-09 20:27:54.061705,,0.052905301,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:30:45.4671,2021-09-09 20:30:45.521445,,0.054345606,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:32:56.5008,2021-09-09 20:32:56.556246,,0.055446332,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:36:00.1341,2021-09-09 20:36:00.191088,,0.056988911,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:36:08.1471,2021-09-09 20:36:08.204156,,0.057056222,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:36:14.2847,2021-09-09 20:36:14.341807,,0.057107780,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:36:49.2587,2021-09-09 20:36:49.316101,,0.057401573,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:37:08.1242,2021-09-09 20:37:08.18176,,0.057560049,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:37:44.6368,2021-09-09 20:37:44.694666,,0.057866767,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:41:13.4944,2021-09-09 20:41:13.554021,,0.059621238,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:42:51.348,2021-09-09 20:42:51.408443,,0.060443240,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:45:16.1973,2021-09-09 20:45:16.25896,,0.061660020,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:46:08.0174,2021-09-09 20:46:08.079495,,0.062095326,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:46:23.1947,2021-09-09 20:46:23.256922,,0.062222820,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:47:13.7312,2021-09-09 20:47:13.793847,,0.062647343,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:48:01.2254,2021-09-09 20:48:01.288446,,0.063046310,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:48:22.5328,2021-09-09 20:48:22.596025,,0.063225299,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:51:06.89,2021-09-09 20:51:06.954605,,0.064605952,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:53:38.1429,2021-09-09 20:53:38.208776,,0.065876525,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:54:29.3954,2021-09-09 20:54:29.461707,,0.066307063,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:55:20.6784,2021-09-09 20:55:20.745137,,0.066737856,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:55:38.284,2021-09-09 20:55:38.350885,,0.066885749,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:58:35.6247,2021-09-09 20:58:35.693075,,0.068375468,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:58:44.9667,2021-09-09 20:58:45.035153,,0.068453944,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DIAG,2021-09-09 21:00:00,2021-09-09 21:00:00.069084,,0.069084248,VR2Tx-69,483808,22.055,569,0,,388,43
TEMP,2021-09-09 21:00:00,2021-09-09 21:00:00.069084,,0.069084248,VR2Tx-69,483808,22.055,
BATTERY,2021-09-09 21:00:00,2021-09-09 21:00:00.069084,,0.069084248,VR2Tx-69,483808,,,,3.5906,
DET,2021-09-09 21:01:50.361,2021-09-09 21:01:50.431011,,0.070011316,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:03:53.3566,2021-09-09 21:03:53.427644,,0.071044518,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:04:09.026,2021-09-09 21:04:09.097176,,0.071176146,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:04:43.1668,2021-09-09 21:04:43.238262,,0.071462940,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:05:05.5418,2021-09-09 21:05:05.61345,,0.071650897,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:07:30.8514,2021-09-09 21:07:30.924271,,0.072871545,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:07:58.6407,2021-09-09 21:07:58.713804,,0.073104984,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:09:09.9878,2021-09-09 21:09:10.061504,,0.073704322,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:12:14.6445,2021-09-09 21:12:14.719755,,0.075255498,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:13:38.8457,2021-09-09 21:13:38.921662,,0.075962815,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:14:08.085,2021-09-09 21:14:08.161208,,0.076208435,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:14:25.3107,2021-09-09 21:14:25.387053,,0.076353136,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:14:57.135,2021-09-09 21:14:57.21162,,0.076620471,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:17:29.1155,2021-09-09 21:17:29.193397,,0.077897156,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:17:41.3127,2021-09-09 21:17:41.390699,,0.077999616,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:18:57.569,2021-09-09 21:18:57.64764,,0.078640194,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:22:00.0839,2021-09-09 21:22:00.164073,,0.080173378,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:24:06.9207,2021-09-09 21:24:07.001938,,0.081238848,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:24:46.7654,2021-09-09 21:24:46.846973,,0.081573556,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:25:03.7721,2021-09-09 21:25:03.853816,,0.081716418,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:25:37.8689,2021-09-09 21:25:37.950902,,0.082002842,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:26:31.9415,2021-09-09 21:26:32.023957,,0.082457069,VR2Tx-69,483808,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:28:03.2967,2021-09-09 21:28:03.379924,,0.083224482,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:29:29.6104,2021-09-09 21:29:29.694349,,0.083949545,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:32:27.6432,2021-09-09 21:32:27.728645,,0.085445078,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:34:00.3666,2021-09-09 21:34:00.452823,,0.086223984,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:34:27.0377,2021-09-09 21:34:27.124148,,0.086448030,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:35:52.4393,2021-09-09 21:35:52.526465,,0.087165431,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:35:57.0768,2021-09-09 21:35:57.164004,,0.087204387,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:37:44.0967,2021-09-09 21:37:44.184803,,0.088103389,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:39:31.2316,2021-09-09 21:39:31.320603,,0.089003357,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:42:19.6346,2021-09-09 21:42:19.725017,,0.090417996,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:45:32.7565,2021-09-09 21:45:32.84854,,0.092040282,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:46:27.5344,2021-09-09 21:46:27.6269,,0.092500434,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:48:02.8046,2021-09-09 21:48:02.8979,,0.093300735,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:50:31.3529,2021-09-09 21:50:31.447448,,0.094548588,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:53:00.2979,2021-09-09 21:53:00.393699,,0.095799774,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:54:15.6606,2021-09-09 21:54:15.757032,,0.096432845,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:55:10.0878,2021-09-09 21:55:10.18469,,0.096890051,VR2Tx-69,483808,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:55:41.6665,2021-09-09 21:55:41.763655,,0.097155322,VR2Tx-69,483808,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:56:35.4853,2021-09-09 21:56:35.582907,,0.097607418,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:57:37.0526,2021-09-09 21:57:37.150724,,0.098124603,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DIAG,2021-09-09 22:00:00,2021-09-09 22:00:00.099325,,0.099325407,VR2Tx-69,483808,21.843,591,0,,360,42
TEMP,2021-09-09 22:00:00,2021-09-09 22:00:00.099325,,0.099325407,VR2Tx-69,483808,21.843,
BATTERY,2021-09-09 22:00:00,2021-09-09 22:00:00.099325,,0.099325407,VR2Tx-69,483808,,,,3.5906,
DET,2021-09-09 22:01:28.6661,2021-09-09 22:01:28.76617,,0.100070231,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:03:18.9653,2021-09-09 22:03:19.066296,,0.100996780,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:04:15.12,2021-09-09 22:04:15.221468,,0.101468497,VR2Tx-69,483808,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 22:05:49.1486,2021-09-09 22:05:49.250858,,0.102258368,VR2Tx-69,483808,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 22:07:42.6566,2021-09-09 22:07:42.759811,,0.103211871,VR2Tx-69,483808,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:10:18.2765,2021-09-09 22:10:18.381019,,0.104519129,VR2Tx-69,483808,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:12:20.8314,2021-09-09 22:12:20.936948,,0.105548629,VR2Tx-69,483808,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:12:53.1727,2021-09-09 22:12:53.27852,,0.105820307,VR2Tx-69,483808,PPM,A69-1601-63884,63884,,,,,,
