VEMCO DATA LOG,1.0.0,vdat-2.7.1-20200703-910fdc-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET,2021-09-09 19:12:25.4394,2021-09-09 19:12:25.445857,,0.006457122,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 19:15:48.5802,2021-09-09 19:15:48.588269,,0.008069664,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:16:03.6727,2021-09-09 19:16:03.680889,,0.008189469,VR2Tx-69,483884,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 19:17:51.5197,2021-09-09 19:17:51.528745,,0.009045563,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:20:12.1689,2021-09-09 19:20:12.179062,,0.010162044,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:20:27.7444,2021-09-09 19:20:27.754685,,0.010285683,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:21:44.7149,2021-09-09 19:21:44.725796,,0.010896678,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 19:24:39.4301,2021-09-09 19:24:39.442383,,0.012283576,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:26:09.5679,2021-09-09 19:26:09.580899,,0.012999095,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:27:20.1623,2021-09-09 19:27:20.175859,,0.013559477,VR2Tx-69,483884,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:27:59.0262,2021-09-09 19:27:59.040067,,0.013867980,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:29:28.1248,2021-09-09 19:29:28.139375,,0.014575249,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:31:10.7959,2021-09-09 19:31:10.81129,,0.015390258,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:31:19.9025,2021-09-09 19:31:19.917962,,0.015462546,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 19:35:48.9046,2021-09-09 19:35:48.922197,,0.017597898,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:37:11.7767,2021-09-09 19:37:11.794955,,0.018255741,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:38:56.7169,2021-09-09 19:38:56.735988,,0.019088762,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:41:26.9143,2021-09-09 19:41:26.934581,,0.020281036,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 19:41:34.6604,2021-09-09 19:41:34.680742,,0.020342525,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 19:46:04.2762,2021-09-09 19:46:04.298682,,0.022482748,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:46:34.355,2021-09-09 19:46:34.377721,,0.022721515,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:48:36.1894,2021-09-09 19:48:36.213088,,0.023688643,VR2Tx-69,483884,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 19:48:51.0489,2021-09-09 19:48:51.072706,,0.023806598,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:50:38.2341,2021-09-09 19:50:38.258757,,0.024657440,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 19:55:31.914,2021-09-09 19:55:31.940988,,0.026988685,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 19:56:16.5896,2021-09-09 19:56:16.616943,,0.027343323,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:59:36.8609,2021-09-09 19:59:36.889833,,0.028933086,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:59:57.5092,2021-09-09 19:59:57.538296,,0.029096993,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DIAG,2021-09-09 20:00:00,2021-09-09 20:00:00.029116,,0.029116765,VR2Tx-69,483884,22.914,766,0,,349,35
TEMP,2021-09-09 20:00:00,2021-09-09 20:00:00.029116,,0.029116765,VR2Tx-69,483884,22.914,
BATTERY,2021-09-09 20:00:00,2021-09-09 20:00:00.029116,,0.029116765,VR2Tx-69,483884,,,,3.6023,
DET,2021-09-09 20:05:23.8854,2021-09-09 20:05:23.917087,,0.031687784,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:06:38.1363,2021-09-09 20:06:38.168577,,0.032277191,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:09:32.6972,2021-09-09 20:09:32.730862,,0.033662864,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:10:05.3569,2021-09-09 20:10:05.390822,,0.033922119,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:16:04.9962,2021-09-09 20:16:05.032976,,0.036776953,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:16:18.9663,2021-09-09 20:16:19.003187,,0.036887848,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:17:26.9195,2021-09-09 20:17:26.956927,,0.037427264,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:19:39.7086,2021-09-09 20:19:39.747081,,0.038481351,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:19:59.6889,2021-09-09 20:19:59.727539,,0.038639955,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:22:27.527,2021-09-09 20:22:27.566813,,0.039813502,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:26:24.1113,2021-09-09 20:26:24.152991,,0.041691519,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:26:38.1723,2021-09-09 20:26:38.214103,,0.041803136,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:27:53.5824,2021-09-09 20:27:53.624801,,0.042401745,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:28:51.0279,2021-09-09 20:28:51.070757,,0.042857751,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:30:45.0329,2021-09-09 20:30:45.076662,,0.043762728,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:32:56.071,2021-09-09 20:32:56.115802,,0.044802915,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:35:59.7042,2021-09-09 20:35:59.75046,,0.046260604,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:36:13.8543,2021-09-09 20:36:13.900672,,0.046372929,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:37:07.6947,2021-09-09 20:37:07.7415,,0.046800316,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:37:44.2115,2021-09-09 20:37:44.25859,,0.047090189,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:38:10.7713,2021-09-09 20:38:10.818601,,0.047301022,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:41:13.0609,2021-09-09 20:41:13.109648,,0.048748045,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:42:50.9182,2021-09-09 20:42:50.967724,,0.049524842,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:46:07.5879,2021-09-09 20:46:07.638986,,0.051086015,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:46:22.7649,2021-09-09 20:46:22.816106,,0.051206491,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:47:46.8949,2021-09-09 20:47:46.946774,,0.051874319,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:48:22.1073,2021-09-09 20:48:22.159453,,0.052153837,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:51:06.4568,2021-09-09 20:51:06.510258,,0.053458452,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:53:37.7143,2021-09-09 20:53:37.768959,,0.054659141,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 20:55:20.2492,2021-09-09 20:55:20.304673,,0.055473068,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 20:55:37.8546,2021-09-09 20:55:37.910212,,0.055612821,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:56:59.8663,2021-09-09 20:56:59.922563,,0.056263834,VR2Tx-69,483884,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:57:56.2466,2021-09-09 20:57:56.303311,,0.056711383,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 20:58:35.2007,2021-09-09 20:58:35.25772,,0.057020603,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:58:44.5387,2021-09-09 20:58:44.595794,,0.057094728,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DIAG,2021-09-09 21:00:00,2021-09-09 21:00:00.057693,,0.057693744,VR2Tx-69,483884,22.483,810,1,,324,35
TEMP,2021-09-09 21:00:00,2021-09-09 21:00:00.057693,,0.057693744,VR2Tx-69,483884,22.483,
BATTERY,2021-09-09 21:00:00,2021-09-09 21:00:00.057693,,0.057693744,VR2Tx-69,483884,,,,3.6032,
DET,2021-09-09 21:01:49.9288,2021-09-09 21:01:49.987366,,0.058566364,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:04:08.5978,2021-09-09 21:04:08.657467,,0.059667126,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:04:42.7386,2021-09-09 21:04:42.798538,,0.059938137,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:05:05.113,2021-09-09 21:05:05.173115,,0.060115746,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:07:11.7783,2021-09-09 21:07:11.839421,,0.061121222,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:07:58.217,2021-09-09 21:07:58.278489,,0.061489854,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:09:09.5603,2021-09-09 21:09:09.622356,,0.062056181,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:12:14.2128,2021-09-09 21:12:14.276321,,0.063521962,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:14:07.6572,2021-09-09 21:14:07.721622,,0.064422489,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:14:24.883,2021-09-09 21:14:24.947559,,0.064559228,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:14:56.7071,2021-09-09 21:14:56.771911,,0.064811849,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:16:39.4777,2021-09-09 21:16:39.543327,,0.065627647,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:17:40.8887,2021-09-09 21:17:40.954815,,0.066115131,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:18:57.1423,2021-09-09 21:18:57.20902,,0.066720436,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:21:59.6528,2021-09-09 21:21:59.720969,,0.068169213,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:24:46.3385,2021-09-09 21:24:46.407992,,0.069492373,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:25:03.3456,2021-09-09 21:25:03.415227,,0.069627376,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:25:37.4416,2021-09-09 21:25:37.511498,,0.069898032,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:26:31.5133,2021-09-09 21:26:31.583627,,0.070327255,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:28:02.8739,2021-09-09 21:28:02.944952,,0.071052480,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:28:22.6463,2021-09-09 21:28:22.717509,,0.071209435,VR2Tx-69,483884,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:32:27.2128,2021-09-09 21:32:27.28595,,0.073150816,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:34:26.611,2021-09-09 21:34:26.685098,,0.074098605,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:35:52.0125,2021-09-09 21:35:52.087276,,0.074776526,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:35:56.6482,2021-09-09 21:35:56.723013,,0.074813324,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:37:12.2213,2021-09-09 21:37:12.296713,,0.075413227,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:37:43.6744,2021-09-09 21:37:43.750062,,0.075662904,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:39:30.8066,2021-09-09 21:39:30.883113,,0.076513324,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:42:19.2048,2021-09-09 21:42:19.28265,,0.077850078,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:44:43.8544,2021-09-09 21:44:43.933398,,0.078998313,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:45:32.3303,2021-09-09 21:45:32.409683,,0.079383117,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:46:27.1086,2021-09-09 21:46:27.188417,,0.079817950,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:47:30.9331,2021-09-09 21:47:31.013424,,0.080324592,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:48:02.383,2021-09-09 21:48:02.463574,,0.080574243,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:48:58.4404,2021-09-09 21:48:58.521419,,0.081019230,VR2Tx-69,483884,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:49:36.8635,2021-09-09 21:49:36.944824,,0.081324234,VR2Tx-69,483884,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:50:30.9284,2021-09-09 21:50:31.010153,,0.081753404,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:52:59.8688,2021-09-09 21:52:59.951735,,0.082935700,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:54:15.2355,2021-09-09 21:54:15.319033,,0.083533965,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 21:55:41.241,2021-09-09 21:55:41.325216,,0.084216681,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:56:35.0601,2021-09-09 21:56:35.144743,,0.084643899,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 21:57:05.6526,2021-09-09 21:57:05.737486,,0.084886744,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 21:57:36.632,2021-09-09 21:57:36.717132,,0.085132660,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:59:09.8115,2021-09-09 21:59:09.897372,,0.085872324,VR2Tx-69,483884,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:59:31.384,2021-09-09 21:59:31.470043,,0.086043567,VR2Tx-69,483884,PPM,A69-1601-63868,63868,,,,,,
DIAG,2021-09-09 22:00:00,2021-09-09 22:00:00.08627,,0.086270722,VR2Tx-69,483884,22.245,633,0,,400,45
TEMP,2021-09-09 22:00:00,2021-09-09 22:00:00.08627,,0.086270722,VR2Tx-69,483884,22.245,
BATTERY,2021-09-09 22:00:00,2021-09-09 22:00:00.08627,,0.086270722,VR2Tx-69,483884,,,,3.6061,
DET,2021-09-09 22:01:28.2428,2021-09-09 22:01:28.329771,,0.086971198,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:03:18.5368,2021-09-09 22:03:18.624646,,0.087846717,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:04:14.6955,2021-09-09 22:04:14.783792,,0.088292508,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 22:04:56.3312,2021-09-09 22:04:56.419823,,0.088623014,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:05:48.7241,2021-09-09 22:05:48.813138,,0.089038912,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 22:07:11.7285,2021-09-09 22:07:11.818197,,0.089697805,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
DET,2021-09-09 22:07:42.2374,2021-09-09 22:07:42.327339,,0.089939986,VR2Tx-69,483884,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:10:17.852,2021-09-09 22:10:17.943175,,0.091175262,VR2Tx-69,483884,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:12:20.4077,2021-09-09 22:12:20.499848,,0.092148116,VR2Tx-69,483884,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:12:52.7448,2021-09-09 22:12:52.837204,,0.092404809,VR2Tx-69,483884,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:14:23.5892,2021-09-09 22:14:23.682325,,0.093125936,VR2Tx-69,483884,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:15:10.3137,2021-09-09 22:15:10.407196,,0.093496838,VR2Tx-69,483884,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 22:15:13.62,2021-09-09 22:15:13.713523,,0.093523083,VR2Tx-69,483884,PPM,A69-1601-63888,63888,,,,,,
DET,2021-09-09 22:16:21.1759,2021-09-09 22:16:21.269959,,0.094059345,VR2Tx-69,483884,PPM,A69-1601-63815,63815,,,,,,
