VEMCO DATA LOG,1.0.0,vdat-2.7.1-20200703-910fdc-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET,2021-09-09 19:11:34.6723,2021-09-09 19:11:34.687507,,0.015207546,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:14:41.2665,2021-09-09 19:14:41.283536,,0.017036308,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:15:14.9852,2021-09-09 19:15:15.002566,,0.017366777,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:21:28.1151,2021-09-09 19:21:28.136123,,0.021023728,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:24:36.3572,2021-09-09 19:24:36.380068,,0.022868641,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:29:28.5475,2021-09-09 19:29:28.573232,,0.025732324,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:32:12.1006,2021-09-09 19:32:12.127935,,0.027335267,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:34:16.4491,2021-09-09 19:34:16.477653,,0.028553975,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:35:34.1238,2021-09-09 19:35:34.153115,,0.029315245,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:44:33.9811,2021-09-09 19:44:34.015706,,0.034606249,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:46:19.9744,2021-09-09 19:46:20.010045,,0.035645062,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:46:34.771,2021-09-09 19:46:34.80679,,0.035790080,VR2Tx-69,483846,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:47:35.1927,2021-09-09 19:47:35.229082,,0.036382258,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 19:48:51.4684,2021-09-09 19:48:51.505529,,0.037129817,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:54:06.5851,2021-09-09 19:54:06.625318,,0.040218195,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 19:56:48.5091,2021-09-09 19:56:48.550905,,0.041805171,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 19:57:23.0204,2021-09-09 19:57:23.062543,,0.042143408,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DIAG,2021-09-09 20:00:00,2021-09-09 20:00:00.043681,,0.043681925,VR2Tx-69,483846,22.65,744,4,,224,20
TEMP,2021-09-09 20:00:00,2021-09-09 20:00:00.043681,,0.043681925,VR2Tx-69,483846,22.65,
BATTERY,2021-09-09 20:00:00,2021-09-09 20:00:00.043681,,0.043681925,VR2Tx-69,483846,,,,3.609,
DET,2021-09-09 20:04:08.6731,2021-09-09 20:04:08.719219,,0.046119107,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:06:42.4121,2021-09-09 20:06:42.459725,,0.047625864,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:07:55.7743,2021-09-09 20:07:55.822644,,0.048344868,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:10:05.772,2021-09-09 20:10:05.821618,,0.049618943,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:15:10.1971,2021-09-09 20:15:10.249702,,0.052602536,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:17:27.3269,2021-09-09 20:17:27.380846,,0.053946510,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:17:59.0453,2021-09-09 20:17:59.099557,,0.054257374,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:20:00.1028,2021-09-09 20:20:00.158243,,0.055443828,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:26:10.3171,2021-09-09 20:26:10.376172,,0.059072204,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:27:02.8822,2021-09-09 20:27:02.941787,,0.059587382,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:27:53.9897,2021-09-09 20:27:54.049788,,0.060088273,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:30:45.4451,2021-09-09 20:30:45.506868,,0.061768664,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:36:08.1234,2021-09-09 20:36:08.188331,,0.064931152,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:37:08.0971,2021-09-09 20:37:08.162618,,0.065518939,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:37:44.6165,2021-09-09 20:37:44.682376,,0.065876857,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:41:13.4705,2021-09-09 20:41:13.538423,,0.067923782,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:45:16.1724,2021-09-09 20:45:16.242702,,0.070302441,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:46:23.1702,2021-09-09 20:46:23.241159,,0.070959070,VR2Tx-69,483846,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:48:01.197,2021-09-09 20:48:01.268919,,0.071919806,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 20:48:22.5113,2021-09-09 20:48:22.583428,,0.072128702,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:51:06.8656,2021-09-09 20:51:06.939339,,0.073739496,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:54:29.3689,2021-09-09 20:54:29.444624,,0.075724180,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 20:58:35.6018,2021-09-09 20:58:35.679937,,0.078137446,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 20:58:44.937,2021-09-09 20:58:45.015228,,0.078228938,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DIAG,2021-09-09 21:00:00,2021-09-09 21:00:00.078964,,0.078964611,VR2Tx-69,483846,22.316,683,3,,256,24
TEMP,2021-09-09 21:00:00,2021-09-09 21:00:00.078964,,0.078964611,VR2Tx-69,483846,22.316,
BATTERY,2021-09-09 21:00:00,2021-09-09 21:00:00.078964,,0.078964611,VR2Tx-69,483846,,,,3.6052,
DET,2021-09-09 21:01:50.3353,2021-09-09 21:01:50.415345,,0.080045980,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:03:53.3297,2021-09-09 21:03:53.410951,,0.081251417,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:07:58.6168,2021-09-09 21:07:58.700455,,0.083655413,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:09:09.957,2021-09-09 21:09:10.041354,,0.084354600,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:13:38.8173,2021-09-09 21:13:38.904289,,0.086989632,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:17:41.2875,2021-09-09 21:17:41.376866,,0.089366021,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:18:57.537,2021-09-09 21:18:57.627113,,0.090113323,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:22:00.0567,2021-09-09 21:22:00.148602,,0.091902152,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:24:06.8912,2021-09-09 21:24:06.984345,,0.093145225,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:28:03.2703,2021-09-09 21:28:03.365761,,0.095461916,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:29:29.577,2021-09-09 21:29:29.673307,,0.096307786,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:32:27.6132,2021-09-09 21:32:27.711252,,0.098052674,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:34:00.3346,2021-09-09 21:34:00.433561,,0.098961413,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:37:44.0692,2021-09-09 21:37:44.170354,,0.101154179,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:39:31.197,2021-09-09 21:39:31.299204,,0.102204111,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:42:19.6031,2021-09-09 21:42:19.706954,,0.103854617,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:44:44.3203,2021-09-09 21:44:44.425572,,0.105272953,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:48:02.7759,2021-09-09 21:48:02.883117,,0.107217966,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 21:50:31.317,2021-09-09 21:50:31.425673,,0.108673780,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 21:53:00.2652,2021-09-09 21:53:00.375333,,0.110133583,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 21:55:10.0543,2021-09-09 21:55:10.165705,,0.111405613,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 21:57:37.0228,2021-09-09 21:57:37.135646,,0.112846014,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DIAG,2021-09-09 22:00:00,2021-09-09 22:00:00.114247,,0.114247298,VR2Tx-69,483846,22.079,704,3,,223,22
TEMP,2021-09-09 22:00:00,2021-09-09 22:00:00.114247,,0.114247298,VR2Tx-69,483846,22.079,
BATTERY,2021-09-09 22:00:00,2021-09-09 22:00:00.114247,,0.114247298,VR2Tx-69,483846,,,,3.611,
DET,2021-09-09 22:01:28.629,2021-09-09 22:01:28.744115,,0.115115928,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:03:18.9314,2021-09-09 22:03:19.047596,,0.116196974,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:04:58.8178,2021-09-09 22:04:58.934975,,0.117175935,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 22:07:42.6255,2021-09-09 22:07:42.744281,,0.118781373,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:12:20.793,2021-09-09 22:12:20.914507,,0.121507622,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:12:53.1375,2021-09-09 22:12:53.259324,,0.121824622,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:15:33.4437,2021-09-09 22:15:33.567095,,0.123395742,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 22:16:50.6644,2021-09-09 22:16:50.788552,,0.124152563,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:23:02.6609,2021-09-09 22:23:02.788698,,0.127798406,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:25:40.4586,2021-09-09 22:25:40.587944,,0.129344941,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 22:26:03.8512,2021-09-09 22:26:03.980774,,0.129574206,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:30:46.1249,2021-09-09 22:30:46.25724,,0.132340699,VR2Tx-69,483846,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:32:07.1661,2021-09-09 22:32:07.299234,,0.133134963,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:33:23.9369,2021-09-09 22:33:24.070787,,0.133887374,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:34:52.2514,2021-09-09 22:34:52.386152,,0.134752922,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 22:35:26.8662,2021-09-09 22:35:27.001292,,0.135092173,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:41:20.7801,2021-09-09 22:41:20.91866,,0.138560794,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:43:04.0289,2021-09-09 22:43:04.168472,,0.139572709,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:44:12.9359,2021-09-09 22:44:13.076148,,0.140248049,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 22:45:10.005,2021-09-09 22:45:10.145807,,0.140807369,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 22:50:44.6905,2021-09-09 22:50:44.834587,,0.144087536,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 22:53:21.5609,2021-09-09 22:53:21.706524,,0.145624983,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 22:53:51.4036,2021-09-09 22:53:51.549517,,0.145917464,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 22:54:55.4005,2021-09-09 22:54:55.547044,,0.146544681,VR2Tx-69,483846,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:55:33.3917,2021-09-09 22:55:33.538617,,0.146917023,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DIAG,2021-09-09 23:00:00,2021-09-09 23:00:00.149529,,0.149529984,VR2Tx-69,483846,21.914,574,3,,311,25
TEMP,2021-09-09 23:00:00,2021-09-09 23:00:00.149529,,0.149529984,VR2Tx-69,483846,21.914,
BATTERY,2021-09-09 23:00:00,2021-09-09 23:00:00.149529,,0.149529984,VR2Tx-69,483846,,,,3.609,
DET,2021-09-09 23:00:29.6606,2021-09-09 23:00:29.81042,,0.149820680,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 23:02:43.9965,2021-09-09 23:02:44.147637,,0.151137272,VR2Tx-69,483846,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:02:54.1649,2021-09-09 23:02:54.316136,,0.151236930,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 23:04:05.4381,2021-09-09 23:04:05.590035,,0.151935460,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 23:05:17.4665,2021-09-09 23:05:17.619141,,0.152641392,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 23:10:56.2828,2021-09-09 23:10:56.438762,,0.155962045,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 23:12:26.3482,2021-09-09 23:12:26.505044,,0.156844753,VR2Tx-69,483846,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:12:56.7209,2021-09-09 23:12:56.878042,,0.157142428,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 23:13:30.8026,2021-09-09 23:13:30.960076,,0.157476454,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 23:14:32.5016,2021-09-09 23:14:32.659681,,0.158081150,VR2Tx-69,483846,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:15:42.7252,2021-09-09 23:15:42.883969,,0.158769394,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 23:20:46.869,2021-09-09 23:20:47.03075,,0.161750230,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 23:23:18.6301,2021-09-09 23:23:18.793337,,0.163237602,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 23:23:58.7128,2021-09-09 23:23:58.87643,,0.163630443,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 23:25:30.076,2021-09-09 23:25:30.240525,,0.164525870,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 23:31:25.1918,2021-09-09 23:31:25.359806,,0.168006270,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 23:32:28.4898,2021-09-09 23:32:28.658426,,0.168626638,VR2Tx-69,483846,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:33:51.8519,2021-09-09 23:33:52.021343,,0.169443648,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 23:34:59.7688,2021-09-09 23:34:59.938909,,0.170109285,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 23:36:01.4189,2021-09-09 23:36:01.589613,,0.170713502,VR2Tx-69,483846,PPM,A69-1601-63808,63808,,,,,,
DET,2021-09-09 23:41:38.7093,2021-09-09 23:41:38.883319,,0.174019199,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 23:43:55.591,2021-09-09 23:43:55.76636,,0.175360742,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 23:44:36.763,2021-09-09 23:44:36.938764,,0.175764258,VR2Tx-69,483846,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:45:59.4208,2021-09-09 23:45:59.597374,,0.176574367,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
DET,2021-09-09 23:51:03.0875,2021-09-09 23:51:03.26705,,0.179550527,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 23:53:00.832,2021-09-09 23:53:01.012704,,0.180704511,VR2Tx-69,483846,PPM,A69-1601-62027,62027,,,,,,
DET,2021-09-09 23:53:08.7585,2021-09-09 23:53:08.939282,,0.180782196,VR2Tx-69,483846,PPM,A69-1601-62026,62026,,,,,,
DET,2021-09-09 23:56:55.7968,2021-09-09 23:56:55.979807,,0.183007341,VR2Tx-69,483846,PPM,A69-1601-63846,63846,,,,,,
HEALTH_VR2TX,2021-09-10 00:00:00,2021-09-10 00:00:00.184812,,0.184812670,VR2Tx-69,483846,99.9956,2021-09-10 00:00:01
DIAG,2021-09-10 00:00:00,2021-09-10 00:00:00.184812,,0.184812670,VR2Tx-69,483846,21.772,510,3,,334,28
TEMP,2021-09-10 00:00:00,2021-09-10 00:00:00.184812,,0.184812670,VR2Tx-69,483846,21.772,
BATTERY,2021-09-10 00:00:00,2021-09-10 00:00:00.184812,,0.184812670,VR2Tx-69,483846,,,,3.61,
DET,2021-09-10 00:00:48.9937,2021-09-10 00:00:49.178992,,0.185292845,VR2Tx-69,483846,PPM,A69-1601-63884,63884,,,,,,
