VEMCO DATA LOG,1.0.0,vdat-2.7.1-20200703-910fdc-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET,2021-09-09 19:16:03.6017,2021-09-09 19:16:03.627801,,0.026101156,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 19:16:41.5819,2021-09-09 19:16:41.608408,,0.026508673,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:27:01.3018,2021-09-09 19:27:01.334958,,0.033158100,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 19:27:20.0921,2021-09-09 19:27:20.125459,,0.033359715,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:27:58.9568,2021-09-09 19:27:58.990576,,0.033776722,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:29:28.06,2021-09-09 19:29:28.094732,,0.034732776,VR2Tx-69,483829,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 19:37:11.7049,2021-09-09 19:37:11.744607,,0.039707560,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:37:34.7346,2021-09-09 19:37:34.774554,,0.039954662,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:37:53.8538,2021-09-09 19:37:53.893959,,0.040159806,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 19:46:34.2812,2021-09-09 19:46:34.326943,,0.045743851,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:47:01.1731,2021-09-09 19:47:01.219132,,0.046032394,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:48:36.1098,2021-09-09 19:48:36.156851,,0.047051039,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 19:56:16.5126,2021-09-09 19:56:16.564591,,0.051991036,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 19:56:51.4796,2021-09-09 19:56:51.531966,,0.052366222,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 19:58:58.2418,2021-09-09 19:58:58.295526,,0.053726346,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DIAG,2021-09-09 20:00:00,2021-09-09 20:00:00.054388,,0.054388995,VR2Tx-69,483829,22.197,836,6,,177,18
TEMP,2021-09-09 20:00:00,2021-09-09 20:00:00.054388,,0.054388995,VR2Tx-69,483829,22.197,
BATTERY,2021-09-09 20:00:00,2021-09-09 20:00:00.054388,,0.054388995,VR2Tx-69,483829,,,,3.5916,
DET,2021-09-09 20:06:38.0566,2021-09-09 20:06:38.11526,,0.058660034,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:07:29.054,2021-09-09 20:07:29.113207,,0.059207223,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:08:40.1258,2021-09-09 20:08:40.185769,,0.059969804,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 20:16:18.8844,2021-09-09 20:16:18.949292,,0.064892159,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:17:41.8244,2021-09-09 20:17:41.890182,,0.065782083,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:19:01.3218,2021-09-09 20:19:01.388435,,0.066635069,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 20:19:59.6119,2021-09-09 20:19:59.67916,,0.067260506,VR2Tx-69,483829,PPM,A69-1601-63884,63884,,,,,,
DET,2021-09-09 20:26:38.0884,2021-09-09 20:26:38.159936,,0.071536050,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:27:04.9869,2021-09-09 20:27:05.058724,,0.071824664,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:28:40.8658,2021-09-09 20:28:40.938653,,0.072853419,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 20:36:13.7686,2021-09-09 20:36:13.846312,,0.077712943,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:36:48.7416,2021-09-09 20:36:48.819688,,0.078088194,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:38:56.9138,2021-09-09 20:38:56.993263,,0.079463447,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 20:46:22.6766,2021-09-09 20:46:22.760846,,0.084246361,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:47:13.2119,2021-09-09 20:47:13.296688,,0.084788591,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:48:26.6298,2021-09-09 20:48:26.715376,,0.085576345,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 20:55:37.7645,2021-09-09 20:55:37.854702,,0.090202303,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 20:56:59.7745,2021-09-09 20:56:59.865582,,0.091082248,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 20:58:23.0218,2021-09-09 20:58:23.113775,,0.091975469,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DIAG,2021-09-09 21:00:00,2021-09-09 21:00:00.093016,,0.093016019,VR2Tx-69,483829,21.866,825,6,,168,19
TEMP,2021-09-09 21:00:00,2021-09-09 21:00:00.093016,,0.093016019,VR2Tx-69,483829,21.866,
BATTERY,2021-09-09 21:00:00,2021-09-09 21:00:00.093016,,0.093016019,VR2Tx-69,483829,,,,3.5906,
DET,2021-09-09 21:05:05.0205,2021-09-09 21:05:05.116788,,0.096288806,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:07:30.3289,2021-09-09 21:07:30.426747,,0.097847926,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:09:12.7658,2021-09-09 21:09:12.864747,,0.098947046,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:14:56.6123,2021-09-09 21:14:56.714936,,0.102636426,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:17:28.5914,2021-09-09 21:17:28.695667,,0.104267120,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:19:49.8738,2021-09-09 21:19:49.979583,,0.105783042,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:25:37.3447,2021-09-09 21:25:37.454211,,0.109511311,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:28:22.5457,2021-09-09 21:28:22.656983,,0.111283873,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:30:01.2418,2021-09-09 21:30:01.354142,,0.112342855,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:35:56.5485,2021-09-09 21:35:56.664655,,0.116155200,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:39:08.0761,2021-09-09 21:39:08.19431,,0.118210239,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:39:21.1298,2021-09-09 21:39:21.24815,,0.118350302,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:45:32.2284,2021-09-09 21:45:32.350732,,0.122332089,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:48:58.3338,2021-09-09 21:48:58.458343,,0.124543544,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:49:36.7585,2021-09-09 21:49:36.883455,,0.124955831,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 21:55:41.1364,2021-09-09 21:55:41.265265,,0.128865507,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 21:59:09.7018,2021-09-09 21:59:09.832903,,0.131103357,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 21:59:31.277,2021-09-09 21:59:31.408334,,0.131334853,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DIAG,2021-09-09 22:00:00,2021-09-09 22:00:00.131643,,0.131643043,VR2Tx-69,483829,21.631,856,6,,153,18
TEMP,2021-09-09 22:00:00,2021-09-09 22:00:00.131643,,0.131643043,VR2Tx-69,483829,21.631,
BATTERY,2021-09-09 22:00:00,2021-09-09 22:00:00.131643,,0.131643043,VR2Tx-69,483829,,,,3.5867,
DET,2021-09-09 22:04:56.2242,2021-09-09 22:04:56.359021,,0.134821448,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:08:29.5898,2021-09-09 22:08:29.72691,,0.137110803,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 22:10:17.7433,2021-09-09 22:10:17.881571,,0.138271261,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:14:23.4803,2021-09-09 22:14:23.621207,,0.140907952,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:18:06.7938,2021-09-09 22:18:06.937104,,0.143304046,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 22:20:47.8298,2021-09-09 22:20:47.974831,,0.145031918,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:24:15.5402,2021-09-09 22:24:15.68746,,0.147260595,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:28:18.6298,2021-09-09 22:28:18.779668,,0.149868880,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 22:30:45.6243,2021-09-09 22:30:45.775746,,0.151446091,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:34:56.7402,2021-09-09 22:34:56.89434,,0.154140497,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:37:39.4538,2021-09-09 22:37:39.609686,,0.155886370,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 22:41:38.1746,2021-09-09 22:41:38.333047,,0.158447779,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:45:16.8801,2021-09-09 22:45:17.040894,,0.160794430,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:47:18.0618,2021-09-09 22:47:18.223894,,0.162094676,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 22:52:20.897,2021-09-09 22:52:21.062344,,0.165344016,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 22:54:54.9002,2021-09-09 22:54:55.067196,,0.166996429,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 22:57:32.7058,2021-09-09 22:57:32.874489,,0.168689640,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DIAG,2021-09-09 23:00:00,2021-09-09 23:00:00.17027,,0.170270067,VR2Tx-69,483829,21.42,859,6,,143,17
TEMP,2021-09-09 23:00:00,2021-09-09 23:00:00.17027,,0.170270067,VR2Tx-69,483829,21.42,
BATTERY,2021-09-09 23:00:00,2021-09-09 23:00:00.17027,,0.170270067,VR2Tx-69,483829,,,,3.5916,
DET,2021-09-09 23:02:43.4954,2021-09-09 23:02:43.667424,,0.172024328,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:05:08.0201,2021-09-09 23:05:08.193675,,0.173575039,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:06:59.6138,2021-09-09 23:06:59.788572,,0.174772409,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 23:12:25.8459,2021-09-09 23:12:26.024172,,0.178272791,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:14:32.0001,2021-09-09 23:14:32.179726,,0.179626391,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:16:50.8578,2021-09-09 23:16:51.038916,,0.181116297,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 23:22:47.5084,2021-09-09 23:22:47.693343,,0.184943061,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:24:17.0401,2021-09-09 23:24:17.226003,,0.185903712,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:27:30.3058,2021-09-09 23:27:30.493777,,0.187977401,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 23:32:27.9869,2021-09-09 23:32:28.178071,,0.191171438,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:34:44.2003,2021-09-09 23:34:44.392932,,0.192632971,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:37:46.8218,2021-09-09 23:37:47.016392,,0.194592450,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 23:42:46.3733,2021-09-09 23:42:46.571106,,0.197806556,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:44:36.2601,2021-09-09 23:44:36.459085,,0.198985612,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:47:17.0058,2021-09-09 23:47:17.20651,,0.200710370,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-09 23:52:20.2999,2021-09-09 23:52:20.503864,,0.203964633,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-09 23:55:17.46,2021-09-09 23:55:17.665865,,0.205865513,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-09 23:57:14.8018,2021-09-09 23:57:15.008924,,0.207124559,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
HEALTH_VR2TX,2021-09-10 00:00:00,2021-09-10 00:00:00.208897,,0.208897091,VR2Tx-69,483829,99.9965,2021-09-10 00:00:01
DIAG,2021-09-10 00:00:00,2021-09-10 00:00:00.208897,,0.208897091,VR2Tx-69,483829,21.303,846,6,,153,18
TEMP,2021-09-10 00:00:00,2021-09-10 00:00:00.208897,,0.208897091,VR2Tx-69,483829,21.303,
BATTERY,2021-09-10 00:00:00,2021-09-10 00:00:00.208897,,0.208897091,VR2Tx-69,483829,,,,3.5906,
DET,2021-09-10 00:02:25.1144,2021-09-10 00:02:25.324854,,0.210454129,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 00:05:37.6001,2021-09-10 00:05:37.812619,,0.212519448,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 00:08:07.3538,2021-09-10 00:08:07.567926,,0.214126265,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 00:11:31.897,2021-09-10 00:11:32.11332,,0.216320958,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 00:15:15.62,2021-09-10 00:15:15.838721,,0.218721445,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 00:18:49.6098,2021-09-10 00:18:49.830817,,0.221017498,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 00:20:42.4236,2021-09-10 00:20:42.645827,,0.222227959,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 00:25:28.7399,2021-09-10 00:25:28.9652,,0.225300055,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 00:29:11.2738,2021-09-10 00:29:11.501487,,0.227687784,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 00:30:00.9063,2021-09-10 00:30:01.13452,,0.228220327,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 00:34:52.2521,2021-09-10 00:34:52.483446,,0.231346388,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 00:38:51.7538,2021-09-10 00:38:51.987716,,0.233916177,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 00:39:34.8329,2021-09-10 00:39:35.067278,,0.234378404,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 00:44:36.824,2021-09-10 00:44:37.061618,,0.237618686,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 00:49:10.1418,2021-09-10 00:49:10.382351,,0.240551312,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 00:49:40.1153,2021-09-10 00:49:40.356172,,0.240872920,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 00:55:03.5166,2021-09-10 00:55:03.760942,,0.244342928,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 00:58:44.0698,2021-09-10 00:58:44.316509,,0.246709404,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 00:58:47.8339,2021-09-10 00:58:48.080649,,0.246749792,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DIAG,2021-09-10 01:00:00,2021-09-10 01:00:00.247524,,0.247524115,VR2Tx-69,483829,21.21,876,6,,155,19
TEMP,2021-09-10 01:00:00,2021-09-10 01:00:00.247524,,0.247524115,VR2Tx-69,483829,21.21,
BATTERY,2021-09-10 01:00:00,2021-09-10 01:00:00.247524,,0.247524115,VR2Tx-69,483829,,,,3.5896,
DET,2021-09-10 01:04:54.1727,2021-09-10 01:04:54.42338,,0.250680508,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 01:08:00.2325,2021-09-10 01:08:00.485176,,0.252676879,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 01:08:48.8858,2021-09-10 01:08:49.138998,,0.253198916,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 01:15:33.0327,2021-09-10 01:15:33.290235,,0.257535302,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 01:17:22.459,2021-09-10 01:17:22.717709,,0.258709417,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
DET,2021-09-10 01:17:56.1378,2021-09-10 01:17:56.39687,,0.259070781,VR2Tx-69,483829,PPM,A69-1601-63829,63829,,,,,,
DET,2021-09-10 01:25:48.0244,2021-09-10 01:25:48.288533,,0.264133997,VR2Tx-69,483829,PPM,A69-1601-63871,63871,,,,,,
DET,2021-09-10 01:27:03.8736,2021-09-10 01:27:04.138547,,0.264947838,VR2Tx-69,483829,PPM,A69-1601-63868,63868,,,,,,
